email,first_name,last_name,phone,region,registration_date,opt_out,source,email_raw,email_valid,source_priority,sources,source_count
customer233@company.com,Léa,Brown,+81312345678,APAC,2021-06-01,False,crm,customer233@company.com,True,1,"crm,website",2
customer301@yahoo.com,John,Smith,5551234567,US,2022-03-01,False,crm,customer301@yahoo.com,True,1,"crm,website",2
customer280@yahoo.com,Jane,Kim,+442079460958,APAC,2022-08-01,False,crm,customer280@yahoo.com,True,1,"crm,website",2
customer582@gmail.com,Sam,Smith,+15551234567,EU,2020-10-01,False,crm,customer582@gmail.com,True,1,"crm,erp",2
customer796@yahoo.com,François,Smith,02079460958,EU,2021-03-01,False,crm,customer796@yahoo.com,True,1,"crm,website",2
customer566@company.com,Léa,López,+81312345678,US,2020-07-01,False,crm,customer566@company.com,True,1,"crm,website",2
customer268@yahoo.com,Maria,Díaz,5551234567,EU,2020-09-01,True,crm,customer268@yahoo.com,True,1,crm,1
customer444@gmail.com,O'Brien,González,+81312345678,EU,2021-04-01,False,crm,customer444@gmail.com,True,1,"crm,website",2
customer254@company.com,Sarah,Johnson,5551234567,EU,2020-10-01,False,crm,customer254@company.com,True,1,"crm,website,erp",3
customer9@gmail.com,Alex,Díaz,+15551234567,US,2021-04-01,False,crm,customer9@gmail.com,True,1,"crm,website",2
customer699@gmail.com,Alex,Johnson,5551234567,EU,2022-04-01,False,crm,customer699@gmail.com,True,1,"crm,website",2
customer30@gmail.com,Müller,Brown,+15551234567,APAC,2022-08-01,False,crm,customer30@gmail.com,True,1,"crm,website",2
customer639@gmail.com,Sarah,Díaz,5551234567,APAC,2023-03-01,False,crm,customer639@gmail.com,True,1,"crm,erp",2
customer549@gmail.com,François,Wang,+15551234567,,2020-07-01,False,crm,customer549@gmail.com,True,1,"crm,erp",2
customer278@company.com,Léa,Jones,02079460958,EU,2023-06-01,True,crm,customer278@company.com,True,1,"crm,website",2
customer76@yahoo.com,John,Brown,02079460958,US,2021-06-01,False,crm,customer76@yahoo.com,True,1,"crm,website,erp",3
customer338@company.com,Alex,Johnson,+442079460958,APAC,2023-03-01,True,crm,customer338@company.com,True,1,"crm,website",2
customer516@gmail.com,François,Johnson,5551234567,APAC,2022-07-01,True,crm,customer516@gmail.com,True,1,"crm,website",2
customer746@company.com,Alex,Jones,+81312345678,US,2021-04-01,False,crm,customer746@company.com,True,1,"crm,erp",2
customer485@company.com,Sam,Kim,5551234567,US,2020-03-01,True,crm,customer485@company.com,True,1,"crm,website",2
customer14@company.com,Sam,López,5551234567,US,2021-07-01,False,crm,customer14@company.com,True,1,"crm,website",2
customer414@gmail.com,Léa,Wang,+15551234567,US,2023-03-01,True,crm,customer414@gmail.com,True,1,crm,1
customer46@yahoo.com,O'Brien,Díaz,+442079460958,EU,2022-02-01,False,crm,customer46@yahoo.com,True,1,"crm,website",2
customer212@company.com,Jane,Johnson,5551234567,EU,2023-05-01,False,crm,customer212@company.com,True,1,"crm,website",2
customer727@yahoo.com,Jane,López,+442079460958,APAC,2021-09-01,False,crm,customer727@yahoo.com,True,1,"crm,website",2
customer700@yahoo.com,André,González,02079460958,EU,2023-02-01,False,crm,customer700@yahoo.com,True,1,"crm,website",2
customer119@company.com,O'Brien,López,+442079460958,EU,2023-07-01,False,crm,customer119@company.com,True,1,crm,1
customer466@yahoo.com,Pat,López,+442079460958,US,2023-01-01,True,crm,customer466@yahoo.com,True,1,crm,1
customer73@yahoo.com,Léa,Williams,5551234567,US,2022-02-01,False,crm,customer73@yahoo.com,True,1,"crm,website",2
customer605@company.com,Alex,López,+442079460958,US,2022-11-01,False,crm,customer605@company.com,True,1,"crm,website",2
customer439@yahoo.com,André,López,5551234567,US,2021-02-01,False,crm,customer439@yahoo.com,True,1,"crm,website,erp",3
customer695@company.com,Chris,Smith,5551234567,US,2022-03-01,True,crm,customer695@company.com,True,1,"crm,website",2
customer540@gmail.com,Jane,Kim,02079460958,APAC,2020-05-01,True,crm,customer540@gmail.com,True,1,"crm,website",2
customer494@company.com,Alex,Jones,02079460958,US,2022-09-01,False,crm,customer494@company.com,True,1,"crm,website",2
customer94@yahoo.com,John,Johnson,+15551234567,US,2020-09-01,False,crm,customer94@yahoo.com,True,1,"crm,erp",2
customer24@gmail.com,Sarah,Smith,+15551234567,APAC,2022-08-01,True,crm,customer24@gmail.com,True,1,"crm,website,erp",3
customer688@yahoo.com,Mike,Jones,+81312345678,US,2022-06-01,False,crm,customer688@yahoo.com,True,1,"crm,website",2
customer32@company.com,Jane,Johnson,5551234567,EU,2020-07-01,False,crm,customer32@company.com,True,1,"crm,website",2
customer794@company.com,André,Brown,+442079460958,EU,2020-08-01,True,crm,customer794@company.com,True,1,"crm,website",2
customer58@yahoo.com,O'Brien,Brown,+442079460958,EU,2022-05-01,False,crm,customer58@yahoo.com,True,1,"crm,website,erp",3
customer770@company.com,Maria,Kim,5551234567,EU,2022-09-01,False,crm,customer770@company.com,True,1,"crm,website,erp",3
customer22@yahoo.com,Sarah,González,+15551234567,APAC,2021-05-01,False,crm,customer22@yahoo.com,True,1,"crm,website",2
customer122@company.com,Pat,Martínez,5551234567,APAC,2020-09-01,False,crm,customer122@company.com,True,1,"crm,website",2
customer461@company.com,Maria,Kim,02079460958,EU,2022-12-01,False,crm,customer461@company.com,True,1,"crm,website",2
customer734@company.com,Maria,Smith,+81312345678,US,2020-01-01,False,crm,customer734@company.com,True,1,crm,1
customer386@company.com,Alex,Martínez,+15551234567,APAC,2021-10-01,False,crm,customer386@company.com,True,1,"crm,website",2
customer489@gmail.com,Sarah,Smith,,US,2023-09-01,False,crm,customer489@gmail.com,True,1,crm,1
customer792@gmail.com,John,López,02079460958,US,2021-03-01,False,crm,customer792@gmail.com,True,1,"crm,website,erp",3
customer511@yahoo.com,Mike,Wang,+15551234567,APAC,2023-04-01,False,crm,customer511@yahoo.com,True,1,"crm,website",2
customer638@company.com,Mike,Wang,+15551234567,APAC,2020-06-01,True,crm,customer638@company.com,True,1,"crm,website",2
customer225@gmail.com,Maria,González,+442079460958,APAC,2023-09-01,True,crm,customer225@gmail.com,True,1,"crm,website",2
customer114@gmail.com,Maria,Martínez,+81312345678,US,2023-08-01,True,crm,customer114@gmail.com,True,1,crm,1
customer217@yahoo.com,Léa,Díaz,+15551234567,EU,2021-12-01,False,crm,customer217@yahoo.com,True,1,"crm,website",2
customer160@yahoo.com,Léa,Díaz,+81312345678,US,2023-05-01,True,crm,customer160@yahoo.com,True,1,"crm,website",2
customer120@gmail.com,Léa,Johnson,+81312345678,US,2020-04-01,False,crm,customer120@gmail.com,True,1,crm,1
customer96@gmail.com,François,Jones,5551234567,APAC,2023-08-01,False,crm,customer96@gmail.com,True,1,"crm,erp",2
customer87@gmail.com,John,Garcia,5551234567,EU,2023-01-01,False,crm,customer87@gmail.com,True,1,"crm,website",2
customer229@yahoo.com,Alex,Smith,5551234567,US,2023-06-01,True,crm,customer229@yahoo.com,True,1,"crm,website",2
customer419@company.com,Léa,Kim,+15551234567,EU,2023-02-01,False,crm,customer419@company.com,True,1,"crm,website,erp",3
customer79@yahoo.com,Mike,Brown,+15551234567,APAC,2021-01-01,False,crm,customer79@yahoo.com,True,1,"crm,erp",2
customer54@gmail.com,Sam,Williams,+442079460958,US,2020-01-01,False,crm,customer54@gmail.com,True,1,"crm,website",2
customer333@gmail.com,Müller,González,02079460958,APAC,2023-01-01,False,crm,customer333@gmail.com,True,1,crm,1
customer758@company.com,Maria,Jones,,EU,2023-06-01,False,crm,customer758@company.com,True,1,crm,1
customer470@company.com,Chris,Jones,5551234567,US,2022-04-01,False,crm,customer470@company.com,True,1,"crm,website",2
customer387@gmail.com,Maria,Johnson,5551234567,APAC,2021-11-01,True,crm,customer387@gmail.com,True,1,"crm,website",2
customer512@company.com,José,López,,US,2020-01-01,False,crm,customer512@company.com,True,1,"crm,erp",2
customer27@gmail.com,Müller,Jones,+81312345678,EU,2023-03-01,False,crm,customer27@gmail.com,True,1,"crm,website",2
customer170@company.com,Sam,Kim,+81312345678,APAC,2021-08-01,False,crm,customer170@company.com,True,1,"crm,website,erp",3
customer310@yahoo.com,José,Kim,5551234567,EU,2020-05-01,True,crm,customer310@yahoo.com,True,1,"crm,website,erp",3
customer328@yahoo.com,André,Díaz,+81312345678,EU,2023-09-01,True,crm,customer328@yahoo.com,True,1,"crm,website",2
customer72@gmail.com,Léa,Williams,02079460958,,2023-01-01,False,crm,customer72@gmail.com,True,1,"crm,website",2
customer760@yahoo.com,José,Martínez,+81312345678,US,2023-10-01,True,crm,customer760@yahoo.com,True,1,"crm,website,erp",3
customer615@gmail.com,André,Wang,02079460958,US,2021-02-01,False,crm,customer615@gmail.com,True,1,"crm,website",2
customer669@gmail.com,O'Brien,Jones,5551234567,EU,2022-07-01,True,crm,customer669@gmail.com,True,1,"crm,website",2
customer426@gmail.com,John,Johnson,5551234567,US,2020-09-01,False,crm,customer426@gmail.com,True,1,"crm,website",2
customer165@gmail.com,Sarah,Williams,+442079460958,US,2020-11-01,False,crm,customer165@gmail.com,True,1,"crm,website",2
customer667@yahoo.com,Pat,Díaz,5551234567,EU,2023-11-01,False,crm,customer667@yahoo.com,True,1,"crm,website",2
customer121@yahoo.com,Müller,Smith,02079460958,US,2021-06-01,False,crm,customer121@yahoo.com,True,1,"crm,website,erp",3
customer405@gmail.com,Alex,Williams,5551234567,US,2023-03-01,False,crm,customer405@gmail.com,True,1,crm,1
customer111@gmail.com,John,Jones,+15551234567,EU,2020-11-01,False,crm,customer111@gmail.com,True,1,"crm,website,erp",3
customer557@company.com,José,Brown,5551234567,EU,2022-04-01,True,crm,customer557@company.com,True,1,"crm,website",2
customer782@company.com,Pat,González,5551234567,US,2021-10-01,False,crm,customer782@company.com,True,1,crm,1
customer773@company.com,Sam,Jones,,US,2020-01-01,False,crm,customer773@company.com,True,1,crm,1
customer350@company.com,Sam,González,+81312345678,US,2023-09-01,False,crm,customer350@company.com,True,1,crm,1
customer776@company.com,François,Jones,5551234567,US,2021-03-01,False,crm,customer776@company.com,True,1,"crm,website",2
customer29@company.com,Pat,Martínez,+442079460958,APAC,2023-06-01,True,crm,customer29@company.com,True,1,"crm,website",2
customer315@gmail.com,John,Johnson,,US,2021-09-01,False,crm,customer315@gmail.com,True,1,crm,1
customer600@gmail.com,Chris,Jones,5551234567,EU,2023-10-01,True,crm,customer600@gmail.com,True,1,"crm,website",2
customer327@gmail.com,Chris,Wang,,,2023-01-01,False,crm,customer327@gmail.com,True,1,crm,1
customer570@gmail.com,Chris,López,+81312345678,EU,2020-09-01,False,crm,customer570@gmail.com,True,1,"crm,website",2
customer59@company.com,José,Smith,+442079460958,APAC,2022-01-01,False,crm,customer59@company.com,True,1,crm,1
customer686@company.com,Léa,Garcia,+442079460958,APAC,2023-10-01,False,crm,customer686@company.com,True,1,"crm,website",2
customer69@gmail.com,Mike,Garcia,,EU,2021-06-01,False,crm,customer69@gmail.com,True,1,crm,1
customer336@gmail.com,John,González,02079460958,APAC,2023-05-01,False,crm,customer336@gmail.com,True,1,"crm,website",2
customer515@company.com,Alex,Garcia,+81312345678,EU,2021-06-01,False,crm,customer515@company.com,True,1,"crm,website,erp",3
customer164@company.com,John,Johnson,+81312345678,EU,2022-07-01,True,crm,customer164@company.com,True,1,"crm,website,erp",3
customer256@yahoo.com,André,Martínez,5551234567,US,2023-08-01,False,crm,customer256@yahoo.com,True,1,"crm,website",2
customer13@yahoo.com,Sarah,Wang,5551234567,US,2023-05-01,False,crm,customer13@yahoo.com,True,1,"crm,website",2
customer319@yahoo.com,Müller,Garcia,+442079460958,US,2021-09-01,False,crm,customer319@yahoo.com,True,1,"crm,website",2
customer742@yahoo.com,Alex,Díaz,5551234567,US,2020-08-01,True,crm,customer742@yahoo.com,True,1,"crm,erp",2
customer613@yahoo.com,André,López,5551234567,EU,2022-07-01,False,crm,customer613@yahoo.com,True,1,"crm,website",2
customer519@gmail.com,Mike,Garcia,5551234567,EU,2022-08-01,True,crm,customer519@gmail.com,True,1,"crm,website",2
customer432@gmail.com,François,Johnson,+81312345678,APAC,2023-03-01,False,crm,customer432@gmail.com,True,1,"crm,website",2
customer537@gmail.com,Léa,Smith,+81312345678,EU,2022-03-01,False,crm,customer537@gmail.com,True,1,crm,1
customer106@yahoo.com,O'Brien,Williams,+442079460958,US,2021-04-01,False,crm,customer106@yahoo.com,True,1,"crm,website",2
customer411@gmail.com,Sam,López,+15551234567,US,2021-02-01,True,crm,customer411@gmail.com,True,1,"crm,website,erp",3
customer462@gmail.com,Sarah,Garcia,+442079460958,EU,2023-06-01,True,crm,customer462@gmail.com,True,1,crm,1
customer331@yahoo.com,Mike,Williams,+15551234567,APAC,2023-07-01,False,crm,customer331@yahoo.com,True,1,"crm,website,erp",3
customer176@company.com,André,González,5551234567,US,2022-01-01,False,crm,customer176@company.com,True,1,"crm,website,erp",3
customer755@company.com,O'Brien,Smith,+442079460958,US,2023-04-01,False,crm,customer755@company.com,True,1,"crm,website,erp",3
customer573@gmail.com,François,Wang,+15551234567,US,2021-07-01,True,crm,customer573@gmail.com,True,1,"crm,website,erp",3
customer167@company.com,O'Brien,Johnson,+15551234567,EU,2021-01-01,False,crm,customer167@company.com,True,1,"crm,website",2
customer750@gmail.com,André,Wang,02079460958,EU,2021-12-01,False,crm,customer750@gmail.com,True,1,"crm,website,erp",3
customer66@gmail.com,Pat,Martínez,+15551234567,EU,2020-04-01,False,crm,customer66@gmail.com,True,1,crm,1
customer374@company.com,Sam,Johnson,5551234567,EU,2021-07-01,False,crm,customer374@company.com,True,1,"crm,website",2
customer209@company.com,John,López,5551234567,APAC,2021-08-01,False,crm,customer209@company.com,True,1,"crm,website,erp",3
customer186@gmail.com,Müller,Williams,5551234567,US,2021-09-01,True,crm,customer186@gmail.com,True,1,"crm,website",2
customer780@gmail.com,Sam,Johnson,+81312345678,US,2023-03-01,False,crm,customer780@gmail.com,True,1,"crm,website",2
customer736@yahoo.com,Maria,López,02079460958,APAC,2022-07-01,False,crm,customer736@yahoo.com,True,1,"crm,website",2
customer446@company.com,Chris,Johnson,5551234567,US,2020-01-01,False,crm,customer446@company.com,True,1,"crm,erp",2
customer71@company.com,Pat,Martínez,+81312345678,US,2022-01-01,False,crm,customer71@company.com,True,1,crm,1
customer395@company.com,Chris,Díaz,,APAC,2022-02-01,False,crm,customer395@company.com,True,1,crm,1
customer329@company.com,Léa,Kim,5551234567,US,2022-10-01,False,crm,customer329@company.com,True,1,crm,1
customer296@company.com,François,Díaz,+442079460958,US,2021-12-01,False,crm,customer296@company.com,True,1,crm,1
customer663@gmail.com,Chris,Jones,02079460958,US,2020-12-01,True,crm,customer663@gmail.com,True,1,"crm,website",2
customer208@yahoo.com,John,Díaz,,APAC,2022-11-01,True,crm,customer208@yahoo.com,True,1,"crm,website",2
customer762@gmail.com,Léa,Brown,,US,2020-12-01,False,crm,customer762@gmail.com,True,1,crm,1
customer642@gmail.com,Pat,Johnson,,US,2020-07-01,False,crm,customer642@gmail.com,True,1,crm,1
customer348@gmail.com,Maria,Williams,+81312345678,EU,2022-05-01,False,crm,customer348@gmail.com,True,1,"crm,website,erp",3
customer568@yahoo.com,Sam,Wang,5551234567,EU,2020-05-01,False,crm,customer568@yahoo.com,True,1,"crm,website",2
customer342@gmail.com,Maria,Jones,+15551234567,APAC,2023-06-01,True,crm,customer342@gmail.com,True,1,"crm,website,erp",3
customer65@company.com,José,Díaz,5551234567,EU,2020-08-01,False,crm,customer65@company.com,True,1,"crm,website,erp",3
customer620@company.com,Léa,López,+81312345678,US,2020-02-01,False,crm,customer620@company.com,True,1,"crm,website",2
customer64@yahoo.com,André,López,02079460958,US,2020-01-01,False,crm,customer64@yahoo.com,True,1,"crm,website",2
customer379@yahoo.com,François,Díaz,02079460958,EU,2020-02-01,False,crm,customer379@yahoo.com,True,1,"crm,website",2
customer276@gmail.com,Sam,Díaz,02079460958,EU,2020-04-01,True,crm,customer276@gmail.com,True,1,"crm,website",2
customer652@yahoo.com,Chris,Martínez,+442079460958,EU,2022-02-01,False,crm,customer652@yahoo.com,True,1,"crm,website",2
customer141@gmail.com,John,Díaz,+81312345678,APAC,2023-01-01,False,crm,customer141@gmail.com,True,1,"crm,website,erp",3
customer539@company.com,François,Johnson,+442079460958,APAC,2021-06-01,True,crm,customer539@company.com,True,1,"crm,website",2
customer475@yahoo.com,Maria,Wang,+15551234567,US,2023-03-01,False,crm,customer475@yahoo.com,True,1,"crm,website",2
customer75@gmail.com,José,Kim,02079460958,US,2023-10-01,False,crm,customer75@gmail.com,True,1,crm,1
customer435@gmail.com,Alex,Brown,02079460958,US,2023-11-01,False,crm,customer435@gmail.com,True,1,crm,1
customer683@company.com,Sam,Wang,,APAC,2021-12-01,True,crm,customer683@company.com,True,1,crm,1
customer275@company.com,Müller,Jones,+442079460958,EU,2022-11-01,False,crm,customer275@company.com,True,1,crm,1
customer653@company.com,Léa,Jones,+15551234567,APAC,2021-05-01,False,crm,customer653@company.com,True,1,"crm,erp",2
customer731@company.com,Chris,Williams,5551234567,US,2022-12-01,False,crm,customer731@company.com,True,1,crm,1
customer103@yahoo.com,Müller,Díaz,+442079460958,US,2021-09-01,False,crm,customer103@yahoo.com,True,1,"crm,website",2
customer284@company.com,François,Wang,,EU,2021-02-01,False,crm,customer284@company.com,True,1,crm,1
customer149@company.com,Sarah,Díaz,+81312345678,US,2021-11-01,False,crm,customer149@company.com,True,1,crm,1
customer339@gmail.com,Léa,Díaz,+15551234567,APAC,2023-08-01,False,crm,customer339@gmail.com,True,1,crm,1
customer307@yahoo.com,Maria,López,+15551234567,APAC,2021-02-01,True,crm,customer307@yahoo.com,True,1,crm,1
customer55@yahoo.com,Léa,González,5551234567,US,2021-01-01,False,crm,customer55@yahoo.com,True,1,"crm,erp",2
customer680@company.com,John,Wang,5551234567,US,2020-09-01,True,crm,customer680@company.com,True,1,"crm,website",2
customer413@company.com,Müller,Brown,+81312345678,APAC,2021-09-01,True,crm,customer413@company.com,True,1,"crm,website",2
customer358@yahoo.com,Mike,Wang,5551234567,US,2020-03-01,True,crm,customer358@yahoo.com,True,1,"crm,website",2
customer788@company.com,Mike,López,+442079460958,APAC,2021-10-01,True,crm,customer788@company.com,True,1,"crm,website",2
customer324@gmail.com,Alex,Wang,+81312345678,APAC,2021-11-01,False,crm,customer324@gmail.com,True,1,"crm,website",2
customer277@yahoo.com,François,González,+15551234567,EU,2023-10-01,False,crm,customer277@yahoo.com,True,1,"crm,website,erp",3
customer19@yahoo.com,François,López,02079460958,EU,2021-05-01,True,crm,customer19@yahoo.com,True,1,"crm,website",2
customer716@company.com,Sam,González,5551234567,US,2020-06-01,False,crm,customer716@company.com,True,1,"crm,erp",2
customer98@company.com,José,Williams,+442079460958,APAC,2023-01-01,False,crm,customer98@company.com,True,1,"crm,website",2
customer245@company.com,Léa,González,02079460958,US,2020-12-01,True,crm,customer245@company.com,True,1,"crm,website",2
customer599@company.com,André,Díaz,5551234567,US,2022-08-01,False,crm,customer599@company.com,True,1,"crm,website",2
customer425@company.com,Jane,González,02079460958,APAC,2021-10-01,False,crm,customer425@company.com,True,1,crm,1
customer70@yahoo.com,Chris,Martínez,+15551234567,APAC,2023-09-01,False,crm,customer70@yahoo.com,True,1,crm,1
customer401@company.com,Sam,Brown,,APAC,2021-01-01,False,crm,customer401@company.com,True,1,crm,1
customer201@gmail.com,François,Kim,+15551234567,APAC,2023-05-01,False,crm,customer201@gmail.com,True,1,"crm,website",2
customer380@company.com,Chris,Johnson,,EU,2021-04-01,False,crm,customer380@company.com,True,1,crm,1
customer486@gmail.com,Sam,Jones,02079460958,EU,2020-10-01,True,crm,customer486@gmail.com,True,1,"crm,website",2
customer47@company.com,John,Wang,+442079460958,US,2022-05-01,False,crm,customer47@company.com,True,1,"crm,website",2
customer325@yahoo.com,François,Wang,5551234567,EU,2021-03-01,False,crm,customer325@yahoo.com,True,1,"crm,website,erp",3
customer715@yahoo.com,Sarah,Johnson,+15551234567,US,2021-10-01,False,crm,customer715@yahoo.com,True,1,"crm,website",2
customer565@yahoo.com,Alex,Kim,+81312345678,US,2020-11-01,True,crm,customer565@yahoo.com,True,1,"crm,website",2
customer496@yahoo.com,José,Wang,02079460958,EU,2022-11-01,False,crm,customer496@yahoo.com,True,1,"crm,website",2
customer285@gmail.com,Mike,Kim,,US,2021-04-01,False,crm,customer285@gmail.com,True,1,"crm,website",2
customer132@gmail.com,François,Brown,,EU,2020-03-01,False,crm,customer132@gmail.com,True,1,crm,1
customer513@gmail.com,Jane,González,5551234567,EU,2022-10-01,True,crm,customer513@gmail.com,True,1,"crm,website",2
customer56@company.com,François,Wang,5551234567,EU,2022-02-01,True,crm,customer56@company.com,True,1,"crm,website",2
customer777@gmail.com,Mike,Johnson,5551234567,APAC,2021-03-01,False,crm,customer777@gmail.com,True,1,"crm,erp",2
customer798@gmail.com,Pat,Brown,+442079460958,EU,2023-09-01,True,crm,customer798@gmail.com,True,1,"crm,erp",2
customer646@yahoo.com,Sarah,Martínez,+15551234567,US,2022-06-01,False,crm,customer646@yahoo.com,True,1,"crm,website,erp",3
customer690@gmail.com,Jane,Jones,02079460958,EU,2021-02-01,True,crm,customer690@gmail.com,True,1,"crm,website",2
customer648@gmail.com,Sarah,Brown,5551234567,APAC,2021-06-01,False,crm,customer648@gmail.com,True,1,"crm,website",2
